Names,Psychometrics Score,Presentation Score,Date,Location
KENN WOOLNER,48.0,65.62,2019-02-12,London Academy
LEONHARD SOGG,68.0,50.0,2019-02-12,London Academy
TABITHA VOWDON,58.0,71.88,2019-02-12,London Academy
INNA KIDMAN,63.0,78.12,2019-02-12,London Academy
RANDI LEBOURN,60.0,56.25,2019-02-12,London Academy
ARMSTRONG HURSTHOUSE,44.0,43.75,2019-02-12,London Academy
KIEL MCMULLEN,50.0,62.5,2019-02-12,London Academy
VAIL NOEN,54.0,50.0,2019-02-12,London Academy
DUKEY PADDEMORE,51.0,53.12,2019-02-12,London Academy
AUBERT GREALLY,53.0,65.62,2019-02-12,London Academy
MANYA AJSIK,54.0,59.38,2019-02-12,London Academy
ERVIN JERCHE,53.0,68.75,2019-02-12,London Academy
SINCLAIR BREISSAN,60.0,59.38,2019-06-12,London Academy
JEANETTE WANKEL,67.0,59.38,2019-06-12,London Academy
JEHU VAN ARSDALL,52.0,43.75,2019-06-12,London Academy
HADRIAN CORNAU,49.0,68.75,2019-06-12,London Academy
ABRAN ODAMS,58.0,75.0,2019-06-12,London Academy
JEANNE BRAYNE,65.0,56.25,2019-06-12,London Academy
CAMEL MIGUET,63.0,56.25,2019-06-12,London Academy
ZEB TIPPINGS,57.0,53.12,2019-06-12,London Academy
DORENE FRANSCHINI,54.0,59.38,2019-06-12,London Academy
CALE DE QUESNE,42.0,75.0,2019-06-12,London Academy
CHARMAIN DIBEN,50.0,75.0,2019-06-12,London Academy
CONSOLATA MAUDLEN,51.0,40.62,2019-06-12,London Academy
MUHAMMAD PERCY,58.0,62.5,2019-06-12,London Academy
PHINEAS FILSHIN,57.0,78.12,2019-06-12,London Academy
WESTBROOK PAYNTON,63.0,56.25,2019-06-12,London Academy
ABBOTT YEA,54.0,46.88,2019-06-12,London Academy
OPALINE GAMMON,56.0,62.5,2019-06-12,London Academy
BIDGET MACARTHUR,59.0,68.75,2019-06-12,London Academy
ANDRIS BRADLEY,60.0,65.62,2019-06-12,London Academy
PADGETT CRENNAN,58.0,59.38,2019-06-12,London Academy
KIMMI EDGECUMBE,53.0,71.88,2019-06-12,London Academy
ORTON BORER,54.0,50.0,2019-06-12,London Academy
ALIKEE SAWOOD,55.0,62.5,2019-06-12,London Academy
JULI RULER,59.0,62.5,2019-06-12,London Academy
JACQUELYNN BANASIAK,54.0,84.38,2019-06-12,London Academy
COSIMO LABRAM,60.0,68.75,2019-06-12,London Academy
SILVESTER ONDRA,55.0,56.25,2019-06-12,London Academy
WINNA LEMMERTZ,57.0,68.75,2019-06-12,London Academy
CECIL KENNEWELL,47.0,68.75,2019-06-12,London Academy
EIMILE PINCOTT,54.0,59.38,2019-03-12,London Academy
KIELE LETFORD,54.0,75.0,2019-03-12,London Academy
HARRISON MACNAMEE,59.0,53.12,2019-03-12,London Academy
DOLPH JOBBINS,41.0,53.12,2019-03-12,London Academy
ANGELINE REWBOTTOM,58.0,71.88,2019-03-12,London Academy
TONIA OAKES,58.0,65.62,2019-03-12,London Academy
DOTI BOTHRAM,37.0,59.38,2019-03-12,London Academy
JENIECE PETTY,64.0,62.5,2019-03-12,London Academy
TILDI DALLICOAT,60.0,75.0,2019-03-12,London Academy
LISHA KEAVENY,55.0,50.0,2019-03-12,London Academy
INESSA MCCURTIN,52.0,71.88,2019-03-12,London Academy
XERXES DOBROWLSKI,56.0,71.88,2019-03-12,London Academy
KEEFER CARUS,45.0,71.88,2019-03-12,London Academy
LOTTE WITHEROP,59.0,75.0,2019-03-12,London Academy
BETTEANN BRIDGELAND,69.0,68.75,2019-03-12,London Academy
ROXANNA RASHLEIGH,57.0,53.12,2019-03-12,London Academy
AYMER RANDALES,44.0,75.0,2019-03-12,London Academy
GARTH MESSAGER,51.0,68.75,2019-03-12,London Academy
EUGENIE INNOCENTI,57.0,59.38,2019-03-12,London Academy
DORALYNNE TORRICINA,50.0,81.25,2019-03-12,London Academy
FOWLER CREWDSON,66.0,68.75,2019-03-12,London Academy
BELLA TARBOX,61.0,68.75,2019-03-12,London Academy
NORRI WYBERN,46.0,59.38,2019-03-12,London Academy
CELLO DURRAND,56.0,59.38,2019-03-12,London Academy
MORLEY BATTELL,65.0,62.5,2019-11-12,London Academy
SIDNEE HOLLOWS,51.0,53.12,2019-11-12,London Academy
AMALEE TOMKIN,49.0,59.38,2019-11-12,London Academy
PEARLA TRIGWELL,49.0,53.12,2019-11-12,London Academy
SIM BAUDAINS,53.0,50.0,2019-11-12,London Academy
HALLIE BENTKE,49.0,68.75,2019-11-12,London Academy
HEIDIE ZANETTO,53.0,59.38,2019-11-12,London Academy
MADISON GETCH,59.0,56.25,2019-11-12,London Academy
MURVYN AERS,53.0,53.12,2019-11-12,London Academy
SELMA O'BROGANE,52.0,65.62,2019-11-12,London Academy
MURRAY ARMFIRLD,56.0,59.38,2019-11-12,London Academy
LUCIAS HAGGARTY,63.0,65.62,2019-11-12,London Academy
LUDVIG LA GRANGE,55.0,46.88,2019-11-12,London Academy
JAYME LIEBER,55.0,59.38,2019-11-12,London Academy
TIMMIE KNUDSEN,55.0,59.38,2019-11-12,London Academy
EVITA GISBY,55.0,65.62,2019-11-12,London Academy
KIRSTENI LOREN,54.0,68.75,2019-11-12,London Academy
LEICESTER BANKER,52.0,65.62,2019-11-12,London Academy
KELLI TWIDDELL,69.0,75.0,2019-11-12,London Academy
RACHELLE DREGAN,56.0,40.62,2019-11-12,London Academy
NIVEN COOLING,60.0,59.38,2019-11-12,London Academy
ANTHIATHIA BROAD,60.0,62.5,2019-11-12,London Academy
SUSANNAH BENGOUGH,63.0,81.25,2019-11-12,London Academy
ANATOLE BURSTON,52.0,65.62,2019-11-12,London Academy
VERONICA PETROFF,52.0,53.12,2019-11-12,London Academy
BAIRD REYNOOLLDS,58.0,59.38,2019-09-12,Birmingham Academy
HI MATHERSON,42.0,71.88,2019-09-12,Birmingham Academy
FERNANDO HOWCHIN,54.0,50.0,2019-09-12,Birmingham Academy
PATEN BARTELLI,52.0,43.75,2019-09-12,Birmingham Academy
BARTON HARPIN,56.0,62.5,2019-09-12,Birmingham Academy
TOINETTE PFLIEGER,41.0,65.62,2019-09-12,Birmingham Academy
AMOS STOWGILL,42.0,62.5,2019-09-12,Birmingham Academy
MATELDA CHASTENET,51.0,71.88,2019-09-12,Birmingham Academy
SHAMUS ATTENBARROW,53.0,68.75,2019-09-12,Birmingham Academy
WALD LYNES,55.0,40.62,2019-09-12,Birmingham Academy
LORIA MENLOW,57.0,62.5,2019-09-12,Birmingham Academy
GARWOOD MCMEEKIN,48.0,50.0,2019-09-12,Birmingham Academy
KEARNEY CERIE,48.0,59.38,2019-09-12,Birmingham Academy
DORINE ERRICKER,49.0,62.5,2019-09-12,Birmingham Academy
MILLICENT BUCHANAN,59.0,71.88,2019-09-12,Birmingham Academy
CLAUDETTE DE CARLO,48.0,46.88,2019-09-12,Birmingham Academy
CHEVALIER EYKELBOSCH,54.0,53.12,2019-09-12,Birmingham Academy
PENNY TRATHEN,51.0,53.12,2019-09-12,Birmingham Academy
JENN BLITZ,57.0,71.88,2019-09-12,Birmingham Academy
TRENT SOUTHWICK,56.0,65.62,2019-09-12,Birmingham Academy
ELIZABET SANBROKE,60.0,62.5,2019-09-12,Birmingham Academy
OFELLA SHELMARDINE,58.0,56.25,2019-09-12,Birmingham Academy
VASILI CARTLEDGE,57.0,46.88,2019-09-12,Birmingham Academy
MAUDE ITHELL,52.0,56.25,2019-09-12,Birmingham Academy
SARAANN ELCOMBE,50.0,59.38,2019-09-12,Birmingham Academy
VEVAY FEIRN,54.0,78.12,2019-09-12,Birmingham Academy
MONTY GORRIESSEN,51.0,68.75,2019-09-12,Birmingham Academy
VACLAV PIETESCH,61.0,84.38,2019-09-12,Birmingham Academy
CLEM WOODYEARE,39.0,50.0,2019-08-13,London Academy
WESLEY TOLERTON,59.0,59.38,2019-08-13,London Academy
CORNIE LOMATH,45.0,68.75,2019-08-13,London Academy
SAUNCHO AVESON,58.0,93.75,2019-08-13,London Academy
LEONORE PETTIFORD,62.0,65.62,2019-08-13,London Academy
LY FERRO,54.0,65.62,2019-08-13,London Academy
PAMELINA ITZKOVSKY,58.0,59.38,2019-08-13,London Academy
GALE QUARTLEY,62.0,62.5,2019-08-13,London Academy
MERELL TREMMIL,67.0,62.5,2019-08-13,London Academy
ILARIO YEATES,53.0,75.0,2019-08-13,London Academy
HEWETT LAMPUTT,54.0,65.62,2019-08-13,London Academy
DEBBY HADIGATE,48.0,62.5,2019-08-13,London Academy
DERK ANDRESS,64.0,59.38,2019-08-13,London Academy
CHUCHO GALFOUR,56.0,59.38,2019-08-13,London Academy
ORLAND GLAISNER,54.0,75.0,2019-08-13,London Academy
LEDA AHARONI,59.0,56.25,2019-08-13,London Academy
AMITY PANCAST,46.0,53.12,2019-08-13,London Academy
URBANO REINISCH,55.0,65.62,2019-08-13,London Academy
LAMOND LEVENSKY,68.0,68.75,2019-08-13,London Academy
BALDUIN CULLETON,52.0,56.25,2019-08-13,London Academy
OLIY ELLAR,56.0,78.12,2019-08-13,London Academy
NIAL ORET,58.0,78.12,2019-08-13,London Academy
RENAULT ROCKELL,45.0,71.88,2019-08-13,London Academy
CAMERON GLEAVES,53.0,53.12,2019-02-13,London Academy
NAOMI SHORTT,56.0,62.5,2019-02-13,London Academy
SHERLOCK SIBLEY,51.0,71.88,2019-02-13,London Academy
JOSEFINA VEILLARD,46.0,56.25,2019-02-13,London Academy
LANE MYRKUS,52.0,65.62,2019-02-13,London Academy
TADEO HOURIGAN,55.0,43.75,2019-02-13,London Academy
DOROTHEE SALMOND,40.0,78.12,2019-02-13,London Academy
ANTONIA MACKAIG,53.0,71.88,2019-02-13,London Academy
ERAN CICCI,46.0,53.12,2019-02-13,London Academy
BERYLE D'ANTONIO,65.0,56.25,2019-02-13,London Academy
HERMIONE TUME,48.0,53.12,2019-02-13,London Academy
ARDA DISBROW,51.0,68.75,2019-02-13,London Academy
TULLEY HINDRICH,49.0,56.25,2019-02-13,London Academy
DIONYSUS GARTER,66.0,68.75,2019-02-13,London Academy
JERE JORDINE,51.0,62.5,2019-02-13,London Academy
HERMINIA BRETTEL,57.0,68.75,2019-02-13,London Academy
OBADIAH HEGLEY,47.0,62.5,2019-02-13,London Academy
GANNIE LAMBERTESCHI,67.0,56.25,2019-02-13,London Academy
HILDAGARDE CHURCHLOW,62.0,71.88,2019-02-13,London Academy
BRENA CREEBER,53.0,68.75,2019-02-13,London Academy
LILLLIE KUN,61.0,62.5,2019-02-13,London Academy
VALE TREVARTHEN,52.0,56.25,2019-02-13,London Academy
FABIAN EXELL,60.0,78.12,2019-02-13,London Academy
ALESSANDRA KROLLMANN,57.0,50.0,2019-02-13,London Academy
SHURLOCKE HELMKE,45.0,62.5,2019-02-13,London Academy
EL DURANTE,53.0,65.62,2019-02-13,London Academy
BENEDICK ARNHOLD,62.0,50.0,2019-02-13,London Academy
LUCE MIDDEN,60.0,71.88,2019-02-13,London Academy
AMOS VASNEV,50.0,59.38,2019-02-13,London Academy
SILVESTER CALLER,61.0,59.38,2019-02-13,London Academy
PHILLIS MELIN,58.0,81.25,2019-02-13,London Academy
LENNA DAULBY,58.0,75.0,2019-06-13,Birmingham Academy
ESDRAS PIRES,50.0,59.38,2019-06-13,Birmingham Academy
GIANNI DECROIX,46.0,68.75,2019-06-13,Birmingham Academy
SALIM EDMUNDSON,52.0,81.25,2019-06-13,Birmingham Academy
VANIA INGRAY,53.0,78.12,2019-06-13,Birmingham Academy
BRIANO NISSLE,59.0,50.0,2019-06-13,Birmingham Academy
VALERYE HOBBING,45.0,50.0,2019-06-13,Birmingham Academy
BUNNY BARNS,54.0,65.62,2019-06-13,Birmingham Academy
MELLI RICHARDET,48.0,53.12,2019-06-13,Birmingham Academy
GUIDO LASSELLS,60.0,71.88,2019-06-13,Birmingham Academy
WALDEN LAVELLE,51.0,43.75,2019-06-13,Birmingham Academy
AUDRYE WALKINGSHAW,54.0,56.25,2019-06-13,Birmingham Academy
PACE RAINE,41.0,46.88,2019-06-13,Birmingham Academy
STAFFARD LOAD,59.0,50.0,2019-06-13,Birmingham Academy
DAREN HOUSON,52.0,56.25,2019-06-13,Birmingham Academy
WILLI GOULSTON,44.0,46.88,2019-06-13,Birmingham Academy
ARETHA ROSENBOIM,58.0,40.62,2019-06-13,Birmingham Academy
GERIANNE CHRISTOFOROU,50.0,78.12,2019-06-13,Birmingham Academy
ADAH FOST,53.0,62.5,2019-06-13,Birmingham Academy
ALISTAIR MCCARTNEY,52.0,43.75,2019-06-13,Birmingham Academy
PALMER SNADDIN,58.0,75.0,2019-06-13,Birmingham Academy
KETTIE LUFKIN,49.0,56.25,2019-06-13,Birmingham Academy
ROSELIA TANSWELL,62.0,50.0,2019-03-13,London Academy
STEFAN INSLEY,57.0,78.12,2019-03-13,London Academy
DOROTHEE WILLACOT,47.0,78.12,2019-03-13,London Academy
DELMORE O'LOINN,53.0,65.62,2019-03-13,London Academy
LAURAL O'TEAGUE,50.0,59.38,2019-03-13,London Academy
LYNDSIE BAILLES,58.0,68.75,2019-03-13,London Academy
CASSONDRA TRIPLET,62.0,87.5,2019-03-13,London Academy
UMEKO SYDALL,53.0,59.38,2019-03-13,London Academy
CRAWFORD DUGOOD,48.0,62.5,2019-03-13,London Academy
DAMARIS VALLANCE,60.0,62.5,2019-03-13,London Academy
ELSA BIRRANE,53.0,40.62,2019-03-13,London Academy
VELVET GHIOTTO,47.0,59.38,2019-03-13,London Academy
ANTONI SPARHAWK,57.0,65.62,2019-03-13,London Academy
PEIRCE MACGRAY,39.0,71.88,2019-03-13,London Academy
CLARABELLE DYKINS,45.0,53.12,2019-03-13,London Academy
KARINA ANDREJEVIC,63.0,78.12,2019-03-13,London Academy
KAYLIL GISSING,57.0,62.5,2019-03-13,London Academy
GABBY NEILSON,55.0,53.12,2019-03-13,London Academy
ANTON ISAACS,68.0,68.75,2019-03-13,London Academy
WINNE KELLOCH,62.0,75.0,2019-03-13,London Academy
JETH VASILYONOK,47.0,53.12,2019-03-13,London Academy
ALLENE HAND,56.0,59.38,2019-03-13,London Academy
ELFRIDA ENDEN,55.0,59.38,2019-03-13,London Academy
RUSTIE CORMODE,54.0,65.62,2019-03-13,London Academy
DES TOMOVIC,55.0,65.62,2019-03-13,London Academy
STERN ASHFULL,55.0,68.75,2019-03-13,London Academy
STEPHAN ETCHINGHAM,48.0,65.62,2019-03-13,London Academy
JEFFY DUDDING,54.0,68.75,2019-03-13,London Academy
GABBEY CAESMAN,61.0,56.25,2019-11-13,London Academy
CONNY SAMMS,64.0,53.12,2019-11-13,London Academy
MONAH BRIMMACOMBE,54.0,59.38,2019-11-13,London Academy
GASPAR MOIR,64.0,81.25,2019-11-13,London Academy
JON MCMENAMY,57.0,46.88,2019-11-13,London Academy
CHRISTA TROUGHTON,56.0,56.25,2019-11-13,London Academy
EMMALEE PEAPLE,56.0,68.75,2019-11-13,London Academy
ELVYN LYBURN,67.0,40.62,2019-11-13,London Academy
MANFRED DMITROVIC,37.0,34.38,2019-11-13,London Academy
INGAMAR MACKRELL,53.0,65.62,2019-11-13,London Academy
JUNIE RAMMELL,57.0,68.75,2019-11-13,London Academy
SHAE DI RUGGIERO,63.0,65.62,2019-11-13,London Academy
LINNIE ESTERBROOK,49.0,50.0,2019-11-13,London Academy
BRANDI FENNESSY,62.0,65.62,2019-11-13,London Academy
TRUMANN CARILLO,50.0,65.62,2019-11-13,London Academy
EUNICE MARGUERITE,55.0,53.12,2019-11-13,London Academy
CATI NUCATOR,57.0,56.25,2019-11-13,London Academy
STACI FURLOW,52.0,56.25,2019-11-13,London Academy
HURLEIGH SEGAR,58.0,75.0,2019-11-13,London Academy
FAR RAPI,53.0,68.75,2019-11-13,London Academy
JONIE GETLEY,60.0,75.0,2019-11-13,London Academy
FLINT BAINE,35.0,59.38,2019-11-13,London Academy
COOPER INGRAHAM,54.0,68.75,2019-08-14,London Academy
ERASTUS MCELRATH,61.0,59.38,2019-08-14,London Academy
BRANDAIS ONDRA,48.0,53.12,2019-08-14,London Academy
VIOLET LUSCOMBE,53.0,53.12,2019-08-14,London Academy
THOMASINA PRANDONI,48.0,62.5,2019-08-14,London Academy
CHARLIE DANELUT,55.0,62.5,2019-08-14,London Academy
FAIRLIE COGZELL,54.0,75.0,2019-08-14,London Academy
ARNY COORINGTON,56.0,71.88,2019-08-14,London Academy
ERL HAMMOR,48.0,65.62,2019-08-14,London Academy
SAYRE WEBBERLEY,51.0,65.62,2019-08-14,London Academy
SEUMAS LEMONBY,57.0,75.0,2019-08-14,London Academy
ROCKEY ROBARTS,53.0,78.12,2019-08-14,London Academy
SHELA MCCALL,62.0,75.0,2019-08-14,London Academy
SONNIE MALENFANT,51.0,68.75,2019-08-14,London Academy
PAUL CHISLETT,53.0,65.62,2019-08-14,London Academy
ARCHER HOBBEN,56.0,50.0,2019-08-14,London Academy
MITCHEL BATES,60.0,62.5,2019-08-14,London Academy
DUR PLOM,56.0,75.0,2019-08-14,London Academy
ANGEL HULSON,56.0,71.88,2019-08-14,London Academy
GAYLEEN PETRU,55.0,59.38,2019-08-14,London Academy
WELBY WISHKAR,54.0,50.0,2019-08-14,London Academy
BORD OLLIN,55.0,87.5,2019-08-14,London Academy
ELFRIEDA BILHAM,49.0,53.12,2019-08-14,London Academy
KATHRYNE ATHRIDGE,48.0,62.5,2019-08-14,London Academy
MITCHEL BLACKESLAND,53.0,46.88,2019-08-14,London Academy
DARELLE MICHAL,49.0,59.38,2019-08-14,London Academy
RODRIGO ENDRIGHI,59.0,62.5,2019-08-14,London Academy
CARLYN REISIN,52.0,65.62,2019-08-14,London Academy
CIEL POIZER,51.0,62.5,2019-08-14,London Academy
MARIQUILLA COWOPE,51.0,65.62,2019-08-14,London Academy
JOEY MACGEFFEN,58.0,62.5,2019-08-14,London Academy
FELICIO BETJEMAN,50.0,40.62,2019-02-14,Birmingham Academy
NICOLAI NUSSEY,60.0,56.25,2019-02-14,Birmingham Academy
SULLY ROSENBARG,62.0,53.12,2019-02-14,Birmingham Academy
BRANDYN MACCLINTON,59.0,75.0,2019-02-14,Birmingham Academy
TOBEY MABBETT,54.0,59.38,2019-02-14,Birmingham Academy
GERALDINE PINNOCKE,69.0,68.75,2019-02-14,Birmingham Academy
LANAE CHRISTOPHLE,60.0,62.5,2019-02-14,Birmingham Academy
BARRIE SCHRUURS,62.0,53.12,2019-02-14,Birmingham Academy
FAYRE SWADLINGE,55.0,62.5,2019-02-14,Birmingham Academy
ELORA ELLEN,64.0,50.0,2019-02-14,Birmingham Academy
KALIL MCPAIKE,65.0,75.0,2019-02-14,Birmingham Academy
GAVIN LACKEY,47.0,68.75,2019-02-14,Birmingham Academy
NICOL BRAGGE,60.0,75.0,2019-02-14,Birmingham Academy
CONNOR GEGG,52.0,62.5,2019-02-14,Birmingham Academy
CRISSY MCCRACKAN,53.0,40.62,2019-02-14,Birmingham Academy
FARAH ELY,61.0,46.88,2019-02-14,Birmingham Academy
VERNEY STIEGER,51.0,71.88,2019-02-14,Birmingham Academy
SOLLY KOLLAS,54.0,78.12,2019-02-14,Birmingham Academy
KIPP LE HUQUET,64.0,65.62,2019-02-14,Birmingham Academy
SONJA SCIBSEY,60.0,46.88,2019-02-14,Birmingham Academy
GABRIELLE CLAYAL,49.0,68.75,2019-02-14,Birmingham Academy
LEE HOULWORTH,49.0,65.62,2019-02-14,Birmingham Academy
EASTER RAGLESS,52.0,53.12,2019-02-14,Birmingham Academy
ALFONS MARCHINGTON,56.0,62.5,2019-02-14,Birmingham Academy
EYDIE TANTON,53.0,71.88,2019-02-14,Birmingham Academy
GODWIN ROLOFF,59.0,40.62,2019-02-14,Birmingham Academy
ZAK HAWES,62.0,56.25,2019-02-14,Birmingham Academy
KARNA HENKMANN,48.0,62.5,2019-02-14,Birmingham Academy
PATTIN NECREWS,48.0,75.0,2019-02-14,Birmingham Academy
EDI O' FINAN,45.0,46.88,2019-03-14,Birmingham Academy
ANSELM MARROW,55.0,56.25,2019-03-14,Birmingham Academy
LORANT PESIC,49.0,81.25,2019-03-14,Birmingham Academy
STERN SKRZYNSKI,38.0,65.62,2019-03-14,Birmingham Academy
CORNELIA COWLEY,63.0,81.25,2019-03-14,Birmingham Academy
KEVON O'SHAVLAN,54.0,43.75,2019-03-14,Birmingham Academy
MICHELE GONSALVO,51.0,68.75,2019-03-14,Birmingham Academy
RUTHE HAMSHER,37.0,68.75,2019-03-14,Birmingham Academy
AVIVAH LYNAS,50.0,75.0,2019-03-14,Birmingham Academy
GENE PRATTY,48.0,84.38,2019-03-14,Birmingham Academy
JEANNETTE BAZELLE,57.0,56.25,2019-03-14,Birmingham Academy
BARDE MCGENEAY,51.0,75.0,2019-03-14,Birmingham Academy
CIRILO WORLEY,51.0,59.38,2019-03-14,Birmingham Academy
JAQUENETTA CATONNE,60.0,87.5,2019-05-14,London Academy
CELLO RICIOPPO,55.0,62.5,2019-05-14,London Academy
BERRI COCKLIN,63.0,53.12,2019-05-14,London Academy
JOSHUAH POURVEER,52.0,68.75,2019-05-14,London Academy
TOBIE CULCHETH,62.0,53.12,2019-05-14,London Academy
TRICIA KIENLEIN,49.0,56.25,2019-05-14,London Academy
STORMIE WILLOUGHEY,49.0,46.88,2019-05-14,London Academy
ADENA FENKEL,45.0,68.75,2019-05-14,London Academy
PADRAIC LABAT,68.0,53.12,2019-05-14,London Academy
EMOGENE GROUVEL,56.0,59.38,2019-05-14,London Academy
DANICA ISBELL,64.0,75.0,2019-05-14,London Academy
OSGOOD MAHOOD,54.0,59.38,2019-05-14,London Academy
COLETTE DANNIELL,67.0,65.62,2019-05-14,London Academy
MELODEE KLINK,52.0,59.38,2019-05-14,London Academy
CLEMMIE BEACH,51.0,75.0,2019-05-14,London Academy
LAURIE HOGGAN,53.0,71.88,2019-05-14,London Academy
BEE BECKET,39.0,65.62,2019-05-14,London Academy
JDAVIE FRISBY,58.0,81.25,2019-05-14,London Academy
RAQUELA ARMAND,62.0,68.75,2019-05-14,London Academy
MARLYN PALLESKE,59.0,59.38,2019-05-14,London Academy
HERBY TOMAINI,64.0,68.75,2019-05-14,London Academy
WILMA DAGGER,43.0,78.12,2019-05-14,London Academy
KARRAH CHATTERS,50.0,71.88,2019-05-14,London Academy
TAB SHITLIFF,63.0,65.62,2019-05-14,London Academy
ASHLEY HARMANT,48.0,62.5,2019-05-14,London Academy
AUGUSTUS KORBA,70.0,71.88,2019-05-14,London Academy
MELANIE DAWBURY,50.0,75.0,2019-05-14,London Academy
DORIE SPEARES,61.0,71.88,2019-11-14,Birmingham Academy
JUNIE JEANEQUIN,54.0,53.12,2019-11-14,Birmingham Academy
MYRNA STIFF,53.0,56.25,2019-11-14,Birmingham Academy
PIETER SNOZZWELL,51.0,78.12,2019-11-14,Birmingham Academy
LINDY CROYDEN,55.0,75.0,2019-11-14,Birmingham Academy
TRUDIE SYERS,53.0,71.88,2019-11-14,Birmingham Academy
LEZLEY PELERIN,45.0,65.62,2019-11-14,Birmingham Academy
YVON FRY,55.0,56.25,2019-11-14,Birmingham Academy
AIMEE PEDRAZZI,60.0,81.25,2019-11-14,Birmingham Academy
LORITA LITCHMORE,52.0,50.0,2019-11-14,Birmingham Academy
POLLYANNA MEAK,48.0,59.38,2019-11-14,Birmingham Academy
VINCENTS PRIGG,58.0,62.5,2019-11-14,Birmingham Academy
AGGIE REINMAR,40.0,71.88,2019-11-14,Birmingham Academy
PHEBE BENFIELD,46.0,53.12,2019-11-14,Birmingham Academy
WOODY SWYER-SEXEY,49.0,62.5,2019-11-14,Birmingham Academy
JULIANE JACOBSSEN,65.0,53.12,2019-11-14,Birmingham Academy
LANNIE MCDONELL,59.0,59.38,2019-11-14,Birmingham Academy
PEGGY EARNSHAW,58.0,62.5,2019-11-14,Birmingham Academy
DICK BRIMLEY,49.0,62.5,2019-11-14,Birmingham Academy
TABB MORGANS,51.0,62.5,2019-11-14,Birmingham Academy
TOBIE FILIPCZYNSKI,49.0,65.62,2019-11-14,Birmingham Academy
BRETT DANIELI,39.0,68.75,2019-11-14,Birmingham Academy
REGINAULD PEDROLI,61.0,50.0,2019-11-14,Birmingham Academy
TAD WORSLEY,59.0,65.62,2019-11-14,Birmingham Academy
NEDA MARMYON,62.0,71.88,2019-08-15,Birmingham Academy
FREDIA BARNISH,44.0,65.62,2019-08-15,Birmingham Academy
BRITTANEY ROUGHEY,58.0,59.38,2019-08-15,Birmingham Academy
SAREE DAENS,54.0,59.38,2019-08-15,Birmingham Academy
STEVIE HOULISTON,62.0,53.12,2019-08-15,Birmingham Academy
AXE MCKALL,63.0,50.0,2019-08-15,Birmingham Academy
SHAMUS MCCOMISH,56.0,71.88,2019-08-15,Birmingham Academy
DEVONDRA BLABEY,57.0,68.75,2019-08-15,Birmingham Academy
MARION CONSADINE,60.0,62.5,2019-08-15,Birmingham Academy
CELINE DOREE,66.0,53.12,2019-08-15,Birmingham Academy
PHYLLYS BAELDE,69.0,75.0,2019-08-15,Birmingham Academy
CECILE LATES,55.0,68.75,2019-08-15,Birmingham Academy
CHARLEAN DEVONS,52.0,43.75,2019-08-15,Birmingham Academy
AVRIT GAWITH,59.0,71.88,2019-08-15,Birmingham Academy
DORALIN PURKESS,49.0,75.0,2019-08-15,Birmingham Academy
NIKOLOS YASHIN,57.0,62.5,2019-08-15,Birmingham Academy
EMMANUEL DENISKE,50.0,50.0,2019-08-15,Birmingham Academy
MELLA AUBIN,51.0,68.75,2019-08-15,Birmingham Academy
CAL LOACHE,53.0,62.5,2019-08-15,Birmingham Academy
SALAIDH LOVEDAY,48.0,50.0,2019-08-15,Birmingham Academy
GISELA AISBETT,60.0,59.38,2019-08-15,Birmingham Academy
GIFFORD BUFFEY,40.0,78.12,2019-08-15,Birmingham Academy
MENDIE MCBEAN,52.0,84.38,2019-08-15,Birmingham Academy
DONALL SKITCH,62.0,34.38,2019-08-15,Birmingham Academy
CORNALL WASTALL,64.0,50.0,2019-08-15,Birmingham Academy
NANCIE SAZIO,58.0,50.0,2019-08-15,Birmingham Academy
REDFORD BUBBINGS,50.0,59.38,2019-08-15,Birmingham Academy
STARR CURCHER,59.0,78.12,2019-08-15,Birmingham Academy
PEGEEN O'LOCHAN,61.0,56.25,2019-08-15,Birmingham Academy
BERET DEVONSIDE,64.0,71.88,2019-08-15,Birmingham Academy
BEVON MUSTILL,56.0,71.88,2019-08-15,Birmingham Academy
DONNAMARIE SCHOFIELD,60.0,62.5,2019-08-15,Birmingham Academy
SIGISMUND IZKOVICI,50.0,56.25,2019-08-15,Birmingham Academy
KATA JEDRASIK,62.0,25.0,2019-08-15,Birmingham Academy
DOROTHY HAILWOOD,66.0,50.0,2019-08-15,Birmingham Academy
ROBINET RENWICK,70.0,62.5,2019-08-15,Birmingham Academy
SHAE AINSLIE,58.0,65.62,2019-08-15,Birmingham Academy
FLORANCE DURRAM,39.0,53.12,2019-08-15,Birmingham Academy
BONDON JOSSELSON,57.0,65.62,2019-08-15,Birmingham Academy
EM DUN,56.0,65.62,2019-01-15,London Academy
TAFFY ELDERFIELD,46.0,59.38,2019-01-15,London Academy
CLEMMIE KAYLEY,56.0,59.38,2019-01-15,London Academy
THORNY UWINS,51.0,59.38,2019-01-15,London Academy
DOREY MCQUILLAN,53.0,84.38,2019-01-15,London Academy
MARGA SIMMIG,56.0,75.0,2019-01-15,London Academy
DEVLAND BENKIN,64.0,75.0,2019-01-15,London Academy
WORTH KOS,63.0,62.5,2019-01-15,London Academy
REGAN PITTAWAY,53.0,62.5,2019-01-15,London Academy
LINNEA DULLING,64.0,50.0,2019-01-15,London Academy
GABEY FISBBURNE,46.0,59.38,2019-01-15,London Academy
KELLIE ALTHORP,63.0,59.38,2019-01-15,London Academy
