,name,psychometrics_score,presentation_score,date,location
10,Kizzee Toyne,49.0,56.25,2019-02-12,London Academy
11,Robbin Duchesne,59.0,46.88,2019-02-12,London Academy
12,Gertrud Nind,53.0,71.88,2019-02-12,London Academy
13,Aloin Ashment,54.0,59.38,2019-02-12,London Academy
14,Sophie Bosse,59.0,56.25,2019-02-12,London Academy
15,Yevette Rimbault,49.0,46.88,2019-02-12,London Academy
16,Dina Durbyn,59.0,71.88,2019-02-12,London Academy
17,Skelly Bhar,48.0,65.62,2019-02-12,London Academy
18,Kenn Woolner,48.0,65.62,2019-02-12,London Academy
19,Leonhard Sogg,68.0,50.0,2019-02-12,London Academy
20,Tabitha Vowdon,58.0,71.88,2019-02-12,London Academy
21,Inna Kidman,63.0,78.12,2019-02-12,London Academy
22,Randi Lebourn,60.0,56.25,2019-02-12,London Academy
23,Armstrong Hursthouse,44.0,43.75,2019-02-12,London Academy
24,Kiel Mcmullen,50.0,62.5,2019-02-12,London Academy
25,Vail Noen,54.0,50.0,2019-02-12,London Academy
26,Dukey Paddemore,51.0,53.12,2019-02-12,London Academy
27,Aubert Greally,53.0,65.62,2019-02-12,London Academy
28,Manya Ajsik,54.0,59.38,2019-02-12,London Academy
29,Ervin Jerche,53.0,68.75,2019-02-12,London Academy
30,Allyn Mccrum,61.0,46.88,2019-02-12,London Academy
0,Sinclair Breissan,60.0,59.38,2019-06-12,London Academy
1,Jeanette Wankel,67.0,59.38,2019-06-12,London Academy
2,Jehu Van Arsdall,52.0,43.75,2019-06-12,London Academy
3,Hadrian Cornau,49.0,68.75,2019-06-12,London Academy
4,Abran Odams,58.0,75.0,2019-06-12,London Academy
5,Jeanne Brayne,65.0,56.25,2019-06-12,London Academy
6,Camel Miguet,63.0,56.25,2019-06-12,London Academy
7,Zeb Tippings,57.0,53.12,2019-06-12,London Academy
8,Dorene Franschini,54.0,59.38,2019-06-12,London Academy
9,Cale De Quesne,42.0,75.0,2019-06-12,London Academy
10,Charmain Diben,50.0,75.0,2019-06-12,London Academy
11,Consolata Maudlen,51.0,40.62,2019-06-12,London Academy
12,Muhammad Percy,58.0,62.5,2019-06-12,London Academy
13,Phineas Filshin,57.0,78.12,2019-06-12,London Academy
14,Westbrook Paynton,63.0,56.25,2019-06-12,London Academy
15,Abbott Yea,54.0,46.88,2019-06-12,London Academy
16,Opaline Gammon,56.0,62.5,2019-06-12,London Academy
17,Bidget Macarthur,59.0,68.75,2019-06-12,London Academy
18,Andris Bradley,60.0,65.62,2019-06-12,London Academy
19,Padgett Crennan,58.0,59.38,2019-06-12,London Academy
20,Kimmi Edgecumbe,53.0,71.88,2019-06-12,London Academy
21,Orton Borer,54.0,50.0,2019-06-12,London Academy
22,Alikee Sawood,55.0,62.5,2019-06-12,London Academy
23,Juli Ruler,59.0,62.5,2019-06-12,London Academy
24,Jacquelynn Banasiak,54.0,84.38,2019-06-12,London Academy
25,Cosimo Labram,60.0,68.75,2019-06-12,London Academy
26,Silvester Ondra,55.0,56.25,2019-06-12,London Academy
27,Winna Lemmertz,57.0,68.75,2019-06-12,London Academy
28,Cecil Kennewell,47.0,68.75,2019-06-12,London Academy
29,Tana Cullinane,54.0,53.12,2019-06-12,London Academy
0,Eimile Pincott,54.0,59.38,2019-03-12,London Academy
1,Kiele Letford,54.0,75.0,2019-03-12,London Academy
2,Harrison Macnamee,59.0,53.12,2019-03-12,London Academy
3,Dolph Jobbins,41.0,53.12,2019-03-12,London Academy
4,Angeline Rewbottom,58.0,71.88,2019-03-12,London Academy
5,Tonia Oakes,58.0,65.62,2019-03-12,London Academy
6,Doti Bothram,37.0,59.38,2019-03-12,London Academy
7,Jeniece Petty,64.0,62.5,2019-03-12,London Academy
8,Tildi Dallicoat,60.0,75.0,2019-03-12,London Academy
9,Lisha Keaveny,55.0,50.0,2019-03-12,London Academy
10,Inessa Mccurtin,52.0,71.88,2019-03-12,London Academy
11,Xerxes Dobrowlski,56.0,71.88,2019-03-12,London Academy
12,Keefer Carus,45.0,71.88,2019-03-12,London Academy
13,Lotte Witherop,59.0,75.0,2019-03-12,London Academy
14,Betteann Bridgeland,69.0,68.75,2019-03-12,London Academy
15,Roxanna Rashleigh,57.0,53.12,2019-03-12,London Academy
16,Aymer Randales,44.0,75.0,2019-03-12,London Academy
17,Garth Messager,51.0,68.75,2019-03-12,London Academy
18,Eugenie Innocenti,57.0,59.38,2019-03-12,London Academy
19,Doralynne Torricina,50.0,81.25,2019-03-12,London Academy
20,Fowler Crewdson,66.0,68.75,2019-03-12,London Academy
21,Bella Tarbox,61.0,68.75,2019-03-12,London Academy
22,Norri Wybern,46.0,59.38,2019-03-12,London Academy
23,Cello Durrand,56.0,59.38,2019-03-12,London Academy
24,L;Urette Daveley,63.0,68.75,2019-03-12,London Academy
0,Morley Battell,65.0,62.5,2019-11-12,London Academy
1,Sidnee Hollows,51.0,53.12,2019-11-12,London Academy
2,Amalee Tomkin,49.0,59.38,2019-11-12,London Academy
3,Pearla Trigwell,49.0,53.12,2019-11-12,London Academy
4,Sim Baudains,53.0,50.0,2019-11-12,London Academy
5,Hallie Bentke,49.0,68.75,2019-11-12,London Academy
6,Heidie Zanetto,53.0,59.38,2019-11-12,London Academy
7,Madison Getch,59.0,56.25,2019-11-12,London Academy
8,Murvyn Aers,53.0,53.12,2019-11-12,London Academy
9,Selma O'Brogane,52.0,65.62,2019-11-12,London Academy
10,Murray Armfirld,56.0,59.38,2019-11-12,London Academy
11,Lucias Haggarty,63.0,65.62,2019-11-12,London Academy
12,Ludvig La Grange,55.0,46.88,2019-11-12,London Academy
13,Jayme Lieber,55.0,59.38,2019-11-12,London Academy
14,Timmie Knudsen,55.0,59.38,2019-11-12,London Academy
15,Evita Gisby,55.0,65.62,2019-11-12,London Academy
16,Kirsteni Loren,54.0,68.75,2019-11-12,London Academy
17,Leicester Banker,52.0,65.62,2019-11-12,London Academy
18,Kelli Twiddell,69.0,75.0,2019-11-12,London Academy
19,Rachelle Dregan,56.0,40.62,2019-11-12,London Academy
20,Niven Cooling,60.0,59.38,2019-11-12,London Academy
21,Anthiathia Broad,60.0,62.5,2019-11-12,London Academy
22,Susannah Bengough,63.0,81.25,2019-11-12,London Academy
23,Anatole Burston,52.0,65.62,2019-11-12,London Academy
24,Veronica Petroff,52.0,53.12,2019-11-12,London Academy
25,Wenonah Relph,40.0,59.38,2019-11-12,London Academy
0,Baird Reynoollds,58.0,59.38,2019-09-12,Birmingham Academy
1,Hi Matherson,42.0,71.88,2019-09-12,Birmingham Academy
2,Fernando Howchin,54.0,50.0,2019-09-12,Birmingham Academy
3,Paten Bartelli,52.0,43.75,2019-09-12,Birmingham Academy
4,Barton Harpin,56.0,62.5,2019-09-12,Birmingham Academy
5,Toinette Pflieger,41.0,65.62,2019-09-12,Birmingham Academy
6,Amos Stowgill,42.0,62.5,2019-09-12,Birmingham Academy
7,Matelda Chastenet,51.0,71.88,2019-09-12,Birmingham Academy
8,Shamus Attenbarrow,53.0,68.75,2019-09-12,Birmingham Academy
9,Wald Lynes,55.0,40.62,2019-09-12,Birmingham Academy
10,Loria Menlow,57.0,62.5,2019-09-12,Birmingham Academy
11,Garwood Mcmeekin,48.0,50.0,2019-09-12,Birmingham Academy
12,Kearney Cerie,48.0,59.38,2019-09-12,Birmingham Academy
13,Dorine Erricker,49.0,62.5,2019-09-12,Birmingham Academy
14,Millicent Buchanan,59.0,71.88,2019-09-12,Birmingham Academy
15,Claudette De Carlo,48.0,46.88,2019-09-12,Birmingham Academy
16,Chevalier Eykelbosch,54.0,53.12,2019-09-12,Birmingham Academy
17,Penny Trathen,51.0,53.12,2019-09-12,Birmingham Academy
18,Jenn Blitz,57.0,71.88,2019-09-12,Birmingham Academy
19,Trent Southwick,56.0,65.62,2019-09-12,Birmingham Academy
20,Elizabet Sanbroke,60.0,62.5,2019-09-12,Birmingham Academy
21,Ofella Shelmardine,58.0,56.25,2019-09-12,Birmingham Academy
22,Vasili Cartledge,57.0,46.88,2019-09-12,Birmingham Academy
23,Maude Ithell,52.0,56.25,2019-09-12,Birmingham Academy
24,Saraann Elcombe,50.0,59.38,2019-09-12,Birmingham Academy
25,Vevay Feirn,54.0,78.12,2019-09-12,Birmingham Academy
26,Monty Gorriessen,51.0,68.75,2019-09-12,Birmingham Academy
27,Vaclav Pietesch,61.0,84.38,2019-09-12,Birmingham Academy
28,Mercie Groger,43.0,75.0,2019-09-12,Birmingham Academy
0,Clem Woodyeare,39.0,50.0,2019-08-13,London Academy
1,Wesley Tolerton,59.0,59.38,2019-08-13,London Academy
2,Cornie Lomath,45.0,68.75,2019-08-13,London Academy
3,Sauncho Aveson,58.0,93.75,2019-08-13,London Academy
4,Leonore Pettiford,62.0,65.62,2019-08-13,London Academy
5,Ly Ferro,54.0,65.62,2019-08-13,London Academy
6,Pamelina Itzkovsky,58.0,59.38,2019-08-13,London Academy
7,Gale Quartley,62.0,62.5,2019-08-13,London Academy
8,Merell Tremmil,67.0,62.5,2019-08-13,London Academy
9,Ilario Yeates,53.0,75.0,2019-08-13,London Academy
10,Hewett Lamputt,54.0,65.62,2019-08-13,London Academy
11,Debby Hadigate,48.0,62.5,2019-08-13,London Academy
12,Derk Andress,64.0,59.38,2019-08-13,London Academy
13,Chucho Galfour,56.0,59.38,2019-08-13,London Academy
14,Orland Glaisner,54.0,75.0,2019-08-13,London Academy
15,Leda Aharoni,59.0,56.25,2019-08-13,London Academy
16,Amity Pancast,46.0,53.12,2019-08-13,London Academy
17,Urbano Reinisch,55.0,65.62,2019-08-13,London Academy
18,Lamond Levensky,68.0,68.75,2019-08-13,London Academy
19,Balduin Culleton,52.0,56.25,2019-08-13,London Academy
20,Oliy Ellar,56.0,78.12,2019-08-13,London Academy
21,Nial Oret,58.0,78.12,2019-08-13,London Academy
22,Renault Rockell,45.0,71.88,2019-08-13,London Academy
23,Christian Bingley,59.0,59.38,2019-08-13,London Academy
0,Cameron Gleaves,53.0,53.12,2019-02-13,London Academy
1,Naomi Shortt,56.0,62.5,2019-02-13,London Academy
2,Sherlock Sibley,51.0,71.88,2019-02-13,London Academy
3,Josefina Veillard,46.0,56.25,2019-02-13,London Academy
4,Lane Myrkus,52.0,65.62,2019-02-13,London Academy
5,Tadeo Hourigan,55.0,43.75,2019-02-13,London Academy
6,Dorothee Salmond,40.0,78.12,2019-02-13,London Academy
7,Antonia Mackaig,53.0,71.88,2019-02-13,London Academy
8,Eran Cicci,46.0,53.12,2019-02-13,London Academy
9,Beryle D'Antonio,65.0,56.25,2019-02-13,London Academy
10,Hermione Tume,48.0,53.12,2019-02-13,London Academy
11,Arda Disbrow,51.0,68.75,2019-02-13,London Academy
12,Tulley Hindrich,49.0,56.25,2019-02-13,London Academy
13,Dionysus Garter,66.0,68.75,2019-02-13,London Academy
14,Jere Jordine,51.0,62.5,2019-02-13,London Academy
15,Herminia Brettel,57.0,68.75,2019-02-13,London Academy
16,Obadiah Hegley,47.0,62.5,2019-02-13,London Academy
17,Gannie Lamberteschi,67.0,56.25,2019-02-13,London Academy
18,Hildagarde Churchlow,62.0,71.88,2019-02-13,London Academy
19,Brena Creeber,53.0,68.75,2019-02-13,London Academy
20,Lilllie Kun,61.0,62.5,2019-02-13,London Academy
21,Vale Trevarthen,52.0,56.25,2019-02-13,London Academy
22,Fabian Exell,60.0,78.12,2019-02-13,London Academy
23,Alessandra Krollmann,57.0,50.0,2019-02-13,London Academy
24,Shurlocke Helmke,45.0,62.5,2019-02-13,London Academy
25,El Durante,53.0,65.62,2019-02-13,London Academy
26,Benedick Arnhold,62.0,50.0,2019-02-13,London Academy
27,Luce Midden,60.0,71.88,2019-02-13,London Academy
28,Amos Vasnev,50.0,59.38,2019-02-13,London Academy
29,Silvester Caller,61.0,59.38,2019-02-13,London Academy
30,Phillis Melin,58.0,81.25,2019-02-13,London Academy
31,Ulric Mordin,46.0,71.88,2019-02-13,London Academy
0,Lenna Daulby,58.0,75.0,2019-06-13,Birmingham Academy
1,Esdras Pires,50.0,59.38,2019-06-13,Birmingham Academy
2,Gianni Decroix,46.0,68.75,2019-06-13,Birmingham Academy
3,Salim Edmundson,52.0,81.25,2019-06-13,Birmingham Academy
4,Vania Ingray,53.0,78.12,2019-06-13,Birmingham Academy
5,Briano Nissle,59.0,50.0,2019-06-13,Birmingham Academy
6,Valerye Hobbing,45.0,50.0,2019-06-13,Birmingham Academy
7,Bunny Barns,54.0,65.62,2019-06-13,Birmingham Academy
8,Melli Richardet,48.0,53.12,2019-06-13,Birmingham Academy
9,Guido Lassells,60.0,71.88,2019-06-13,Birmingham Academy
10,Walden Lavelle,51.0,43.75,2019-06-13,Birmingham Academy
11,Audrye Walkingshaw,54.0,56.25,2019-06-13,Birmingham Academy
12,Pace Raine,41.0,46.88,2019-06-13,Birmingham Academy
13,Staffard Load,59.0,50.0,2019-06-13,Birmingham Academy
14,Daren Houson,52.0,56.25,2019-06-13,Birmingham Academy
15,Willi Goulston,44.0,46.88,2019-06-13,Birmingham Academy
16,Aretha Rosenboim,58.0,40.62,2019-06-13,Birmingham Academy
17,Gerianne Christoforou,50.0,78.12,2019-06-13,Birmingham Academy
18,Adah Fost,53.0,62.5,2019-06-13,Birmingham Academy
19,Alistair Mccartney,52.0,43.75,2019-06-13,Birmingham Academy
20,Palmer Snaddin,58.0,75.0,2019-06-13,Birmingham Academy
21,Kettie Lufkin,49.0,56.25,2019-06-13,Birmingham Academy
22,Dacy Pococke,54.0,59.38,2019-06-13,Birmingham Academy
0,Roselia Tanswell,62.0,50.0,2019-03-13,London Academy
1,Stefan Insley,57.0,78.12,2019-03-13,London Academy
2,Dorothee Willacot,47.0,78.12,2019-03-13,London Academy
3,Delmore O'Loinn,53.0,65.62,2019-03-13,London Academy
4,Laural O'Teague,50.0,59.38,2019-03-13,London Academy
5,Lyndsie Bailles,58.0,68.75,2019-03-13,London Academy
6,Cassondra Triplet,62.0,87.5,2019-03-13,London Academy
7,Umeko Sydall,53.0,59.38,2019-03-13,London Academy
8,Crawford Dugood,48.0,62.5,2019-03-13,London Academy
9,Damaris Vallance,60.0,62.5,2019-03-13,London Academy
10,Elsa Birrane,53.0,40.62,2019-03-13,London Academy
11,Velvet Ghiotto,47.0,59.38,2019-03-13,London Academy
12,Antoni Sparhawk,57.0,65.62,2019-03-13,London Academy
13,Peirce Macgray,39.0,71.88,2019-03-13,London Academy
14,Clarabelle Dykins,45.0,53.12,2019-03-13,London Academy
15,Karina Andrejevic,63.0,78.12,2019-03-13,London Academy
16,Kaylil Gissing,57.0,62.5,2019-03-13,London Academy
17,Gabby Neilson,55.0,53.12,2019-03-13,London Academy
18,Anton Isaacs,68.0,68.75,2019-03-13,London Academy
19,Winne Kelloch,62.0,75.0,2019-03-13,London Academy
20,Jeth Vasilyonok,47.0,53.12,2019-03-13,London Academy
21,Allene Hand,56.0,59.38,2019-03-13,London Academy
22,Elfrida Enden,55.0,59.38,2019-03-13,London Academy
23,Rustie Cormode,54.0,65.62,2019-03-13,London Academy
24,Des Tomovic,55.0,65.62,2019-03-13,London Academy
25,Stern Ashfull,55.0,68.75,2019-03-13,London Academy
26,Stephan Etchingham,48.0,65.62,2019-03-13,London Academy
27,Jeffy Dudding,54.0,68.75,2019-03-13,London Academy
28,Maurine Vedenyakin,51.0,62.5,2019-03-13,London Academy
0,Gabbey Caesman,61.0,56.25,2019-11-13,London Academy
1,Conny Samms,64.0,53.12,2019-11-13,London Academy
2,Monah Brimmacombe,54.0,59.38,2019-11-13,London Academy
3,Gaspar Moir,64.0,81.25,2019-11-13,London Academy
4,Jon Mcmenamy,57.0,46.88,2019-11-13,London Academy
5,Christa Troughton,56.0,56.25,2019-11-13,London Academy
6,Emmalee Peaple,56.0,68.75,2019-11-13,London Academy
7,Elvyn Lyburn,67.0,40.62,2019-11-13,London Academy
8,Manfred Dmitrovic,37.0,34.38,2019-11-13,London Academy
9,Ingamar Mackrell,53.0,65.62,2019-11-13,London Academy
10,Junie Rammell,57.0,68.75,2019-11-13,London Academy
11,Shae Di Ruggiero,63.0,65.62,2019-11-13,London Academy
12,Linnie Esterbrook,49.0,50.0,2019-11-13,London Academy
13,Brandi Fennessy,62.0,65.62,2019-11-13,London Academy
14,Trumann Carillo,50.0,65.62,2019-11-13,London Academy
15,Eunice Marguerite,55.0,53.12,2019-11-13,London Academy
16,Cati Nucator,57.0,56.25,2019-11-13,London Academy
17,Staci Furlow,52.0,56.25,2019-11-13,London Academy
18,Hurleigh Segar,58.0,75.0,2019-11-13,London Academy
19,Far Rapi,53.0,68.75,2019-11-13,London Academy
20,Jonie Getley,60.0,75.0,2019-11-13,London Academy
21,Flint Baine,35.0,59.38,2019-11-13,London Academy
22,Alexandra Belbin,67.0,43.75,2019-11-13,London Academy
0,Cooper Ingraham,54.0,68.75,2019-08-14,London Academy
1,Erastus Mcelrath,61.0,59.38,2019-08-14,London Academy
2,Brandais Ondra,48.0,53.12,2019-08-14,London Academy
3,Violet Luscombe,53.0,53.12,2019-08-14,London Academy
4,Thomasina Prandoni,48.0,62.5,2019-08-14,London Academy
5,Charlie Danelut,55.0,62.5,2019-08-14,London Academy
6,Fairlie Cogzell,54.0,75.0,2019-08-14,London Academy
7,Arny Coorington,56.0,71.88,2019-08-14,London Academy
8,Erl Hammor,48.0,65.62,2019-08-14,London Academy
9,Sayre Webberley,51.0,65.62,2019-08-14,London Academy
10,Seumas Lemonby,57.0,75.0,2019-08-14,London Academy
11,Rockey Robarts,53.0,78.12,2019-08-14,London Academy
12,Shela Mccall,62.0,75.0,2019-08-14,London Academy
13,Sonnie Malenfant,51.0,68.75,2019-08-14,London Academy
14,Paul Chislett,53.0,65.62,2019-08-14,London Academy
15,Archer Hobben,56.0,50.0,2019-08-14,London Academy
16,Mitchel Bates,60.0,62.5,2019-08-14,London Academy
17,Dur Plom,56.0,75.0,2019-08-14,London Academy
18,Angel Hulson,56.0,71.88,2019-08-14,London Academy
19,Gayleen Petru,55.0,59.38,2019-08-14,London Academy
20,Welby Wishkar,54.0,50.0,2019-08-14,London Academy
21,Bord Ollin,55.0,87.5,2019-08-14,London Academy
22,Elfrieda Bilham,49.0,53.12,2019-08-14,London Academy
23,Kathryne Athridge,48.0,62.5,2019-08-14,London Academy
24,Mitchel Blackesland,53.0,46.88,2019-08-14,London Academy
25,Darelle Michal,49.0,59.38,2019-08-14,London Academy
26,Rodrigo Endrighi,59.0,62.5,2019-08-14,London Academy
27,Carlyn Reisin,52.0,65.62,2019-08-14,London Academy
28,Ciel Poizer,51.0,62.5,2019-08-14,London Academy
29,Mariquilla Cowope,51.0,65.62,2019-08-14,London Academy
30,Joey Macgeffen,58.0,62.5,2019-08-14,London Academy
31,Gris Brame,55.0,50.0,2019-08-14,London Academy
0,Felicio Betjeman,50.0,40.62,2019-02-14,Birmingham Academy
1,Nicolai Nussey,60.0,56.25,2019-02-14,Birmingham Academy
2,Sully Rosenbarg,62.0,53.12,2019-02-14,Birmingham Academy
3,Brandyn Macclinton,59.0,75.0,2019-02-14,Birmingham Academy
4,Tobey Mabbett,54.0,59.38,2019-02-14,Birmingham Academy
5,Geraldine Pinnocke,69.0,68.75,2019-02-14,Birmingham Academy
6,Lanae Christophle,60.0,62.5,2019-02-14,Birmingham Academy
7,Barrie Schruurs,62.0,53.12,2019-02-14,Birmingham Academy
8,Fayre Swadlinge,55.0,62.5,2019-02-14,Birmingham Academy
9,Elora Ellen,64.0,50.0,2019-02-14,Birmingham Academy
10,Kalil Mcpaike,65.0,75.0,2019-02-14,Birmingham Academy
11,Gavin Lackey,47.0,68.75,2019-02-14,Birmingham Academy
12,Nicol Bragge,60.0,75.0,2019-02-14,Birmingham Academy
13,Connor Gegg,52.0,62.5,2019-02-14,Birmingham Academy
14,Crissy Mccrackan,53.0,40.62,2019-02-14,Birmingham Academy
15,Farah Ely,61.0,46.88,2019-02-14,Birmingham Academy
16,Verney Stieger,51.0,71.88,2019-02-14,Birmingham Academy
17,Solly Kollas,54.0,78.12,2019-02-14,Birmingham Academy
18,Kipp Le Huquet,64.0,65.62,2019-02-14,Birmingham Academy
19,Sonja Scibsey,60.0,46.88,2019-02-14,Birmingham Academy
20,Gabrielle Clayal,49.0,68.75,2019-02-14,Birmingham Academy
21,Lee Houlworth,49.0,65.62,2019-02-14,Birmingham Academy
22,Easter Ragless,52.0,53.12,2019-02-14,Birmingham Academy
23,Alfons Marchington,56.0,62.5,2019-02-14,Birmingham Academy
24,Eydie Tanton,53.0,71.88,2019-02-14,Birmingham Academy
25,Godwin Roloff,59.0,40.62,2019-02-14,Birmingham Academy
26,Zak Hawes,62.0,56.25,2019-02-14,Birmingham Academy
27,Karna Henkmann,48.0,62.5,2019-02-14,Birmingham Academy
28,Pattin Necrews,48.0,75.0,2019-02-14,Birmingham Academy
29,Shelba Westnage,53.0,68.75,2019-02-14,Birmingham Academy
0,Edi O' Finan,45.0,46.88,2019-03-14,Birmingham Academy
1,Anselm Marrow,55.0,56.25,2019-03-14,Birmingham Academy
2,Lorant Pesic,49.0,81.25,2019-03-14,Birmingham Academy
3,Stern Skrzynski,38.0,65.62,2019-03-14,Birmingham Academy
4,Cornelia Cowley,63.0,81.25,2019-03-14,Birmingham Academy
5,Kevon O'Shavlan,54.0,43.75,2019-03-14,Birmingham Academy
6,Michele Gonsalvo,51.0,68.75,2019-03-14,Birmingham Academy
7,Ruthe Hamsher,37.0,68.75,2019-03-14,Birmingham Academy
8,Avivah Lynas,50.0,75.0,2019-03-14,Birmingham Academy
9,Gene Pratty,48.0,84.38,2019-03-14,Birmingham Academy
10,Jeannette Bazelle,57.0,56.25,2019-03-14,Birmingham Academy
11,Barde Mcgeneay,51.0,75.0,2019-03-14,Birmingham Academy
12,Cirilo Worley,51.0,59.38,2019-03-14,Birmingham Academy
13,Frazer Trahmel,57.0,59.38,2019-03-14,Birmingham Academy
0,Jaquenetta Catonne,60.0,87.5,2019-05-14,London Academy
1,Cello Ricioppo,55.0,62.5,2019-05-14,London Academy
2,Berri Cocklin,63.0,53.12,2019-05-14,London Academy
3,Joshuah Pourveer,52.0,68.75,2019-05-14,London Academy
4,Tobie Culcheth,62.0,53.12,2019-05-14,London Academy
5,Tricia Kienlein,49.0,56.25,2019-05-14,London Academy
6,Stormie Willoughey,49.0,46.88,2019-05-14,London Academy
7,Adena Fenkel,45.0,68.75,2019-05-14,London Academy
8,Padraic Labat,68.0,53.12,2019-05-14,London Academy
9,Emogene Grouvel,56.0,59.38,2019-05-14,London Academy
10,Danica Isbell,64.0,75.0,2019-05-14,London Academy
11,Osgood Mahood,54.0,59.38,2019-05-14,London Academy
12,Colette Danniell,67.0,65.62,2019-05-14,London Academy
13,Melodee Klink,52.0,59.38,2019-05-14,London Academy
14,Clemmie Beach,51.0,75.0,2019-05-14,London Academy
15,Laurie Hoggan,53.0,71.88,2019-05-14,London Academy
16,Bee Becket,39.0,65.62,2019-05-14,London Academy
17,Jdavie Frisby,58.0,81.25,2019-05-14,London Academy
18,Raquela Armand,62.0,68.75,2019-05-14,London Academy
19,Marlyn Palleske,59.0,59.38,2019-05-14,London Academy
20,Herby Tomaini,64.0,68.75,2019-05-14,London Academy
21,Wilma Dagger,43.0,78.12,2019-05-14,London Academy
22,Karrah Chatters,50.0,71.88,2019-05-14,London Academy
23,Tab Shitliff,63.0,65.62,2019-05-14,London Academy
24,Ashley Harmant,48.0,62.5,2019-05-14,London Academy
25,Augustus Korba,70.0,71.88,2019-05-14,London Academy
26,Melanie Dawbury,50.0,75.0,2019-05-14,London Academy
27,Marcy Treat,56.0,62.5,2019-05-14,London Academy
0,Dorie Speares,61.0,71.88,2019-11-14,Birmingham Academy
1,Junie Jeanequin,54.0,53.12,2019-11-14,Birmingham Academy
2,Myrna Stiff,53.0,56.25,2019-11-14,Birmingham Academy
3,Pieter Snozzwell,51.0,78.12,2019-11-14,Birmingham Academy
4,Lindy Croyden,55.0,75.0,2019-11-14,Birmingham Academy
5,Trudie Syers,53.0,71.88,2019-11-14,Birmingham Academy
6,Lezley Pelerin,45.0,65.62,2019-11-14,Birmingham Academy
7,Yvon Fry,55.0,56.25,2019-11-14,Birmingham Academy
8,Aimee Pedrazzi,60.0,81.25,2019-11-14,Birmingham Academy
9,Lorita Litchmore,52.0,50.0,2019-11-14,Birmingham Academy
10,Pollyanna Meak,48.0,59.38,2019-11-14,Birmingham Academy
11,Vincents Prigg,58.0,62.5,2019-11-14,Birmingham Academy
12,Aggie Reinmar,40.0,71.88,2019-11-14,Birmingham Academy
13,Phebe Benfield,46.0,53.12,2019-11-14,Birmingham Academy
14,Woody Swyer-Sexey,49.0,62.5,2019-11-14,Birmingham Academy
